complexity,sql,question
Medium,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20",What is the average parallax and G magnitude of stars in the Gaia DR3 with Right Ascension between 30 and 60 degrees and Declination between -30 and -20 degrees?
Medium,SELECT COUNT(DISTINCT source_id) AS unique_stars FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1,How many unique stars in the Gaia DR3 have proper motions in Right Ascension and Declination both within the range of -1 to 1 milliarcseconds per year?
Medium,"SELECT ra, dec, (pmra ** 2 + pmdec ** 2) ** 0.5 AS combined_proper_motion FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 16 AND parallax > 0.2","List the Right Ascension, Declination, and combined proper motion (in milliarcseconds per year) of stars in the Gaia DR3 with G magnitude less than 16 and parallax greater than 0.2 milliarcseconds."
Medium,"SELECT ra, dec, COUNT(*) AS star_count_in_box FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 360 AND dec BETWEEN -90 AND 90 GROUP BY ra, dec HAVING COUNT(*) > 1000",For which Right Ascension and Declination bins (covering the entire sky) do we have more than 1000 stars in the Gaia DR3?
Medium,SELECT COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 18,How many stars in the Gaia DR3 have a
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag BETWEEN 5 AND 15",Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 mas and a G magnitude between 5 and 15?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 190 AND dec BETWEEN -20 AND -10",What are the coordinates and photometric properties of stars in the Gaia DR3 catalog located in the celestial region defined by right ascension between 180 and 190 degrees and declination between -20 and -10 degrees?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) ** 0.5 > 100 AND phot_g_mean_mag < 10",Identify stars in the Gaia DR3 catalog that have a proper motion magnitude greater than 100 mas/yr and a G magnitude less than 10.
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra - 180) ** 2 + (dec - 10) ** 2 < 10 ** 2 AND parallax > 0.05","Find stars in the Gaia DR3 catalog that are within a 10 degree radius of the position (180, 10) in the sky and have a parallax greater than 0.05 mas."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra BETWEEN -100 AND -50 AND pmdec BETWEEN -50 AND 50) OR (pmra BETWEEN 50 AND 100 AND pmdec BETWEEN -50 AND 50)","List the stars in the Gaia DR3 catalog that have proper motion in the range -100 to -50 mas/yr in RA and -50 to 50 mas/yr in Dec, or 50 to 100 mas/yr in RA and -50 to 50 mas/yr in Dec."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 1.0",Which stars have a parallax measurement greater than 1.0 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10.0,What is the magnitude of the brightest stars in the Gaia database with a magnitude less than 10.0?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 100 AND 200",What are the proper motions in right ascension and declination for stars with right ascension between 100 and 200 degrees?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL,How many stars in the Gaia database have a parallax measurement recorded?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec > -30 AND dec < 30","What are the right ascension, declination, and parallax measurements for stars within the declination range of -30 to 30 degrees?"
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 5.0",Which stars have a G-band magnitude less than 5.0?
Simple,2.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 100,How many stars have a proper motion in right ascension greater than 100 mas/yr?
Simple,"3.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec > 60","What are the right ascension, declination, and parallax measurements for stars with declination greater than 60 degrees?"
Simple,4.  SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.5 AND 1.0,What is the G-band magnitude of stars with a parallax between 0.5 and 1.0 milliarcseconds?
Simple,5.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmdec < -50,How many stars have a negative proper motion in declination less than -50 mas/yr?
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra < 30",Which stars have a right ascension less than 30 degrees?
Simple,2.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax IS NULL,How many stars in the Gaia database do not have a parallax measurement recorded?
Simple,"3.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec BETWEEN -90 AND -60","What are the right ascension, declination, and G-band magnitude for stars with declination between -90 and -60 degrees?"
Simple,"4.  SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100",What are the proper motions in right ascension and declination for stars with proper motions between -100 and 100 mas/yr?
Simple,5.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag > 20.0,How many stars have a G-band magnitude greater than 20.0?
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 240",Which stars have a right ascension between 180 and 240 degrees?
Simple,2.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax < 0.1,How many stars have a parallax measurement less than 0.1 milliarcseconds?
Medium,"[SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15;]",Which stars have a parallax greater than 0.1 mas and a G-band magnitude less than 15?
Medium,"[SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec < -50 AND ra BETWEEN 350 AND 360;]","Identify stars with proper motions in right ascension greater than 100 mas/yr, declination proper motion less than -50 mas/yr, and located in the Southern Celestial Hemisphere near the celestial pole."
Medium,"[SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec > 60 AND phot_g_mean_mag BETWEEN 10 AND 15 AND parallax > 0.05;]","List stars with a declination greater than 60 degrees, G-band magnitude between 10 and 15, and a parallax greater than 0.05 mas."
Medium,"[SELECT ra, dec, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 3 AND dec BETWEEN -1 AND 1 AND parallax IS NOT NULL;]",Retrieve stars within the first quadrant of the sky (0 to 3 hours in right ascension and -1 to 1 degrees in declination) where parallax measurements are available.
Medium,"[SELECT ra, dec, phot_g_mean_mag, COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 18 GROUP BY ra, dec, phot_g_mean_mag HAVING COUNT(*) > 100;]","Count the number of stars with G-band magnitude less than 18 in each (ra, dec, G-magnitude) bin and identify bins with more than 100 stars."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.5 AND phot_g_mean_mag < 15","What are the right ascension, declination, parallax, and G-band magnitude for stars with a parallax greater than 1.5 milliarcseconds and a G-band magnitude less than 15?"
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10","What are the right ascension and declination, as well as the proper motions in right ascension and declination, for stars with proper motions in both directions between -10 and 10 milliarcseconds per year?"
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -10 AND phot_g_mean_mag > 17","What are the right ascension, declination, and G-band magnitude for stars located between 35 and 45 degrees in right ascension and between -20 and -10 degrees in declination, with a G-band magnitude greater than 17?"
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE (ra BETWEEN 0 AND 180 AND dec BETWEEN -90 AND 0) OR (ra BETWEEN 180 AND 360 AND dec BETWEEN 0 AND 90)","What are the right ascension and declination, and parallax for stars located in the southern hemisphere (south of the celestial equator) or in the northern hemisphere (north of the celestial equator)?"
Complex,"SELECT COUNT(DISTINCT ra), COUNT(DISTINCT dec) FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.5 AND 2.0 AND phot_g_mean_mag BETWEEN 10 AND 15",How many unique right ascensions and declinations are there for stars with a parallax between 0.5 and 2.0 milliarcseconds and a G-band magnitude between 10 and 15?
Complex,[query],[natural language question]
Complex,"SELECT ra, dec FROM gaiadr3.gaia_source",What are the right ascension and declination for all stars in the Gaia database?
Complex,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 5,What are the parallaxes for stars with a parallax greater than 5 milliarcseconds?
Complex,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 5,What are the G-band magnitudes for stars with a magnitude less than 5?
Complex,SELECT pmra FROM gaiadr3.gaia_source WHERE pmra > 10,What are the proper motions in right ascension for stars with a proper motion greater than 10 milliarcseconds per year?
Complex,SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec < -5,What are the proper motions in declination for stars with a proper motion less than -5 milliarcseconds per year?
Complex,[query],[natural language question]
Complex,"SELECT ra, dec FROM gaiadr3.gaia_source",What are the right ascension and declination for all stars in the Gaia database?
Complex,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 5,What are the parallaxes for stars with a parallax greater than 5 milliarcseconds?
Complex,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 5,What are the G-band magnitudes for stars with a magnitude less than 5?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What are the right ascension and declination of stars with a G-band magnitude less than 15?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 1,What is the parallax measurement of stars with a parallax greater than 1?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 10,How many stars have a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec BETWEEN -5 AND 5,What are the declination proper motion measurements of stars with declination proper motion between -5 and 5 milliarcseconds per year?
Simple,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1","What are the right ascension, declination, and G-band magnitude of stars with right ascension between 0 and 1?"
Simple,"SELECT parallax, pmra FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra > 10",What is the parallax and proper motion in right ascension of stars with a parallax greater than 0.1 milliarcseconds and a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,"SELECT parallax, pmdec FROM gaiadr3.gaia_source WHERE parallax < 0.01 AND pmdec < -10",What is the parallax and proper motion in declination of stars with a parallax less than 0.01 milliarcseconds and a proper motion in declination less than -10 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra > 5 AND pmdec > 5,How many stars have a parallax greater than 0.1 milliarcseconds and both proper motions (in right ascension and declination) greater than 5 milliarcseconds per year?
Simple,"SELECT parallax, SQRT(pmra**2 + pmdec**2) AS proper_motion FROM gaiadr3.gaia_source WHERE parallax > 0.05",What is the parallax and the combined proper motion (sqrt(pmra^2 + pmdec^2)) of stars with a parallax greater than 0.05 milliarcseconds?
Simple,"SELECT parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.01 AND 0.1 AND pmra BETWEEN 0 AND 10","What are the parallax, proper motion in right ascension, and proper motion in declination of stars with a parallax between 0.01 and 0.1 milliarcseconds and a proper motion in right ascension between 0 and 10 milliarcseconds per year?"
Simple,"SELECT parallax, pmra FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra > 10",What is the parallax and proper motion in right ascension of stars with a parallax greater than 0.1 milliarcseconds and a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,"SELECT parallax, pmdec FROM gaiadr3.gaia_source WHERE parallax < 0.01 AND pmdec < -10",What is the parallax and proper motion in declination of stars with a parallax less than 0.01 milliarcseconds and a proper motion in declination less than -10 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra > 5 AND pmdec > 5,How many stars have a parallax greater than 0.1 milliarcseconds and both proper motions (in right ascension and declination) greater than 5 milliarcseconds per year?
Medium,"1.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.5 AND parallax < 1.0",Retrieve the right ascension (ra) and declination (dec) for stars with a parallax between 0.5 and 1.0 milliarcseconds.
Medium,"2.  SELECT phot_g_mean_mag, COUNT(*) AS star_count FROM gaiadr3.gaia_source GROUP BY phot_g_mean_mag HAVING COUNT(*) > 10000","Count the number of stars for each G magnitude bin and list those bins that have more than 10,000 stars."
Medium,"3.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 50.0 AND pmdec > 50.0","Retrieve the right ascension (ra), declination (dec), proper motion in right ascension (pmra), and proper motion in declination (pmdec) for stars with both proper motions greater than 50 mas/yr."
Medium,"4.  SELECT phot_g_mean_mag, AVG(parallax) AS avg_parallax FROM gaiadr3.gaia_source GROUP BY phot_g_mean_mag ORDER BY phot_g_mean_mag ASC",Calculate the average parallax for stars in each G magnitude bin and order the results by G magnitude in ascending order.
Medium,"5.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 290.0 AND 300.0 AND dec BETWEEN -10.0 AND 10.0","Retrieve the right ascension (ra), declination (dec), parallax, and G magnitude (phot_g_mean_mag) for stars located in the sky region where ra is between 290.0 and 300.0 and dec is between -10.0 and 10.0."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 AND (pmra**2 + pmdec**2) > 10000","Which stars in the Gaia DR3 have a parallax greater than 0.1 milliarcseconds, are brighter than magnitude 15 in the G band, and have a proper motion magnitude greater than 100 milliarcseconds per year?"
Complex,"SELECT COUNT(DISTINCT ra, dec) AS unique_stars FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -10 AND phot_g_mean_mag < 11","How many unique stars in the Gaia DR3 are located between Right Ascension 35 and 45 degrees and Declination -20 and -10 degrees, and have a G magnitude less than 11?"
Complex,"SELECT ra, dec, AVG(parallax) AS average_parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND dec BETWEEN -90 AND 90 GROUP BY ra, dec HAVING COUNT(*) > 100","What are the average parallaxes of star groups in the Gaia DR3, grouped by Right Ascension and Declination, where each group contains more than 100 stars within the specified sky region?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count, MAX(parallax) AS max_parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 12 AND 18 GROUP BY ra, dec HAVING COUNT(*) > 500","How many stars and what is the maximum parallax for groups of stars in the Gaia DR3 with G magnitudes between 12 and 18, grouped by Right Ascension and Declination, where each group contains more than 500 stars?"
